Review_ID,Customer_Review,Cleaned_Review,Predicted_Sentiment,Confidence_Score
893,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
894,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
895,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
896,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
897,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
898,"Amazing features, but the battery life is awful.","Amazing features, but the battery life is awful.",NEUTRAL,0.9848
899,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
900,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
901,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
902,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
903,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
904,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
905,Fast delivery but the build quality feels weak.,Fast delivery but the build quality feels weak.,NEUTRAL,0.997
906,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
907,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
908,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
909,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
910,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
911,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
912,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
913,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
914,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
915,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
916,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
917,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
918,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
919,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
920,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
921,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
922,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
923,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
924,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
925,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
926,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
927,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
928,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
929,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
930,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
931,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
932,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
933,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
934,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
935,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
936,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
937,"Nice appearance, however the product stopped working quickly.","Nice appearance, however the product stopped working quickly.",NEGATIVE,0.998
938,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
939,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
940,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
941,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
942,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
943,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
944,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
945,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
946,"Excellent design, although the performance was disappointing.","Excellent design, although the performance was disappointing.",POSITIVE,0.9994
947,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
948,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
949,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
950,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
951,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
952,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
953,"Good value for money, but customer service was terrible.","Good value for money, but customer service was terrible.",NEUTRAL,0.9964
954,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
955,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
956,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
957,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
958,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
959,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
960,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
961,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
962,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
963,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
964,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
965,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
966,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
967,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
968,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
969,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
970,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
971,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
972,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
973,Really impressed with the build quality and performance.,Really impressed with the build quality and performance.,POSITIVE,0.9999
974,The product stopped working after a few days.,The product stopped working after a few days.,NEGATIVE,0.9997
975,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
976,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
977,This purchase was a waste of money.,This purchase was a waste of money.,NEGATIVE,0.9998
978,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
979,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
980,Great packaging but poor product quality.,Great packaging but poor product quality.,NEUTRAL,0.9905
981,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
982,Item arrived damaged and customer service was unhelpful.,Item arrived damaged and customer service was unhelpful.,NEGATIVE,0.9997
983,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
984,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
985,Poor quality materials and unreliable performance.,Poor quality materials and unreliable performance.,NEGATIVE,0.9998
986,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
987,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
988,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
989,"Nice appearance, however the product stopped working quickly.","Nice appearance, however the product stopped working quickly.",NEGATIVE,0.998
990,"Amazing value for the price, would definitely buy again.","Amazing value for the price, would definitely buy again.",POSITIVE,0.9998
991,Completely disappointed with the quality.,Completely disappointed with the quality.,NEGATIVE,0.9998
992,Excellent quality and arrived earlier than expected.,Excellent quality and arrived earlier than expected.,POSITIVE,0.9997
993,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
994,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
995,"Not worth the money, I regret buying it.","Not worth the money, I regret buying it.",NEGATIVE,0.9998
996,"Very satisfied with this purchase, highly recommended.","Very satisfied with this purchase, highly recommended.",POSITIVE,0.9999
997,Far below my expectations and not recommended.,Far below my expectations and not recommended.,NEGATIVE,0.9995
998,Customer support was helpful and resolved my issue quickly.,Customer support was helpful and resolved my issue quickly.,POSITIVE,0.9867
999,The product performs exactly as described.,The product performs exactly as described.,POSITIVE,0.9988
1000,Five stars! Everything exceeded my expectations.,Five stars! Everything exceeded my expectations.,POSITIVE,0.9995
